Unnamed: 0,building_id,meter,timestamp,meter_reading,site_id,primary_use,square_feet,year_built,floor_count,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed,weekday,hour,month
18059,1298,0,1.45163E+18,6.0049286,14,0,12.04991579,,,3.9,1.25,-2.8,0,1018,300,3.6,4,7,1
18060,1298,1,1.45163E+18,7.5387826,14,0,12.04991579,,,3.9,1.25,-2.8,0,1018,300,3.6,4,7,1
18061,1298,2,1.45163E+18,8.264165,14,0,12.04991579,,,3.9,1.25,-2.8,0,1018,300,3.6,4,7,1
18062,1298,3,1.45163E+18,5.084412,14,0,12.04991579,,,3.9,1.25,-2.8,0,1018,300,3.6,4,7,1
20353,1298,0,1.45164E+18,6.0107546,14,0,12.04991579,,,3.9,0,-3.3,0,1018.5,300,4.1,4,8,1
20354,1298,1,1.45164E+18,7.5621514,14,0,12.04991579,,,3.9,0,-3.3,0,1018.5,300,4.1,4,8,1
20355,1298,2,1.45164E+18,8.152299,14,0,12.04991579,,,3.9,0,-3.3,0,1018.5,300,4.1,4,8,1
20356,1298,3,1.45164E+18,4.154663,14,0,12.04991579,,,3.9,0,-3.3,0,1018.5,300,4.1,4,8,1
22648,1298,0,1.45164E+18,6.014104,14,0,12.04991579,,,3.3,0,-3.3,0,1018,280,3.1,4,9,1
22649,1298,1,1.45164E+18,7.5157204,14,0,12.04991579,,,3.3,0,-3.3,0,1018,280,3.1,4,9,1
22650,1298,2,1.45164E+18,8.23303,14,0,12.04991579,,,3.3,0,-3.3,0,1018,280,3.1,4,9,1
22651,1298,3,1.45164E+18,5.2254834,14,0,12.04991579,,,3.3,0,-3.3,0,1018,280,3.1,4,9,1
24945,1298,0,1.45164E+18,6.019855,14,0,12.04991579,,,3.3,0,-3.3,0,1018,280,2.6,4,10,1
24946,1298,1,1.45164E+18,7.5392876,14,0,12.04991579,,,3.3,0,-3.3,0,1018,280,2.6,4,10,1
24947,1298,2,1.45164E+18,8.197553,14,0,12.04991579,,,3.3,0,-3.3,0,1018,280,2.6,4,10,1
24948,1298,3,1.45164E+18,3.6726663,14,0,12.04991579,,,3.3,0,-3.3,0,1018,280,2.6,4,10,1
27243,1298,0,1.45165E+18,6.0417204,14,0,12.04991579,,,3.3,0,-3.3,0,1018,280,2.6,4,11,1
27244,1298,1,1.45165E+18,7.622835,14,0,12.04991579,,,3.3,0,-3.3,0,1018,280,2.6,4,11,1
27245,1298,2,1.45165E+18,8.17359,14,0,12.04991579,,,3.3,0,-3.3,0,1018,280,2.6,4,11,1
27246,1298,3,1.45165E+18,5.9048004,14,0,12.04991579,,,3.3,0,-3.3,0,1018,280,2.6,4,11,1
29539,1298,0,1.45165E+18,6.041511,14,0,12.04991579,,,2.8,2,-3.3,0,1018,300,2.6,4,12,1
29540,1298,1,1.45165E+18,7.6420636,14,0,12.04991579,,,2.8,2,-3.3,0,1018,300,2.6,4,12,1
29541,1298,2,1.45165E+18,8.26573,14,0,12.04991579,,,2.8,2,-3.3,0,1018,300,2.6,4,12,1
29542,1298,3,1.45165E+18,3.4675093,14,0,12.04991579,,,2.8,2,-3.3,0,1018,300,2.6,4,12,1
31838,1298,0,1.45165E+18,6.0339108,14,0,12.04991579,,,2.8,1.25,-2.8,0,1018.5,270,1.5,4,13,1
31839,1298,1,1.45165E+18,7.6222186,14,0,12.04991579,,,2.8,1.25,-2.8,0,1018.5,270,1.5,4,13,1
31840,1298,2,1.45165E+18,8.242222,14,0,12.04991579,,,2.8,1.25,-2.8,0,1018.5,270,1.5,4,13,1
31841,1298,3,1.45165E+18,5.0071826,14,0,12.04991579,,,2.8,1.25,-2.8,0,1018.5,270,1.5,4,13,1
34136,1298,0,1.45166E+18,6.048414,14,0,12.04991579,,,3.3,1.25,-2.8,0,1018,290,2.6,4,14,1
34137,1298,1,1.45166E+18,7.5760565,14,0,12.04991579,,,3.3,1.25,-2.8,0,1018,290,2.6,4,14,1
34138,1298,2,1.45166E+18,8.2004175,14,0,12.04991579,,,3.3,1.25,-2.8,0,1018,290,2.6,4,14,1
34139,1298,3,1.45166E+18,4.618491,14,0,12.04991579,,,3.3,1.25,-2.8,0,1018,290,2.6,4,14,1
36434,1298,0,1.45166E+18,6.0227284,14,0,12.04991579,,,3.9,1.25,-3.9,0,1018.5,300,2.6,4,15,1
36435,1298,1,1.45166E+18,7.6032495,14,0,12.04991579,,,3.9,1.25,-3.9,0,1018.5,300,2.6,4,15,1
36436,1298,2,1.45166E+18,8.220487,14,0,12.04991579,,,3.9,1.25,-3.9,0,1018.5,300,2.6,4,15,1
36437,1298,3,1.45166E+18,5.5335197,14,0,12.04991579,,,3.9,1.25,-3.9,0,1018.5,300,2.6,4,15,1
38733,1298,0,1.45166E+18,6.0460496,14,0,12.04991579,,,3.9,1.25,-3.3,0,1018,280,3.6,4,16,1
38734,1298,1,1.45166E+18,7.707521,14,0,12.04991579,,,3.9,1.25,-3.3,0,1018,280,3.6,4,16,1
38735,1298,2,1.45166E+18,8.214625,14,0,12.04991579,,,3.9,1.25,-3.3,0,1018,280,3.6,4,16,1
38736,1298,3,1.45166E+18,6.016635,14,0,12.04991579,,,3.9,1.25,-3.3,0,1018,280,3.6,4,16,1
41032,1298,0,1.45167E+18,6.0490565,14,0,12.04991579,,,4.4,1.25,-3.3,0,1017,290,5.1,4,17,1
41033,1298,1,1.45167E+18,7.7132306,14,0,12.04991579,,,4.4,1.25,-3.3,0,1017,290,5.1,4,17,1
41034,1298,2,1.45167E+18,8.226546,14,0,12.04991579,,,4.4,1.25,-3.3,0,1017,290,5.1,4,17,1
41035,1298,3,1.45167E+18,5.948463,14,0,12.04991579,,,4.4,1.25,-3.3,0,1017,290,5.1,4,17,1
43329,1298,0,1.45167E+18,6.044325,14,0,12.04991579,,,3.9,1.25,-3.9,0,1016,280,4.6,4,18,1
43330,1298,1,1.45167E+18,7.6817217,14,0,12.04991579,,,3.9,1.25,-3.9,0,1016,280,4.6,4,18,1
43331,1298,2,1.45167E+18,8.127469,14,0,12.04991579,,,3.9,1.25,-3.9,0,1016,280,4.6,4,18,1
43332,1298,3,1.45167E+18,4.905512,14,0,12.04991579,,,3.9,1.25,-3.9,0,1016,280,4.6,4,18,1
45626,1298,0,1.45167E+18,6.0310674,14,0,12.04991579,,,3.3,1.25,-3.9,0,1016,300,5.1,4,19,1
45627,1298,1,1.45167E+18,7.6954713,14,0,12.04991579,,,3.3,1.25,-3.9,0,1016,300,5.1,4,19,1
45628,1298,2,1.45167E+18,7.998695,14,0,12.04991579,,,3.3,1.25,-3.9,0,1016,300,5.1,4,19,1
45629,1298,3,1.45167E+18,5.7076316,14,0,12.04991579,,,3.3,1.25,-3.9,0,1016,300,5.1,4,19,1
47923,1298,0,1.45168E+18,6.045612,14,0,12.04991579,,,3.9,1.25,-5,0,1016,290,4.6,4,20,1
47924,1298,1,1.45168E+18,7.712077,14,0,12.04991579,,,3.9,1.25,-5,0,1016,290,4.6,4,20,1
47925,1298,2,1.45168E+18,8.096199,14,0,12.04991579,,,3.9,1.25,-5,0,1016,290,4.6,4,20,1
47926,1298,3,1.45168E+18,5.3752136,14,0,12.04991579,,,3.9,1.25,-5,0,1016,290,4.6,4,20,1
50219,1298,0,1.45168E+18,6.021174,14,0,12.04991579,,,3.9,1.25,-5.6,0,1015.5,300,4.1,4,21,1
50220,1298,1,1.45168E+18,7.7143965,14,0,12.04991579,,,3.9,1.25,-5.6,0,1015.5,300,4.1,4,21,1
50221,1298,2,1.45168E+18,8.159778,14,0,12.04991579,,,3.9,1.25,-5.6,0,1015.5,300,4.1,4,21,1
50222,1298,3,1.45168E+18,6.1507287,14,0,12.04991579,,,3.9,1.25,-5.6,0,1015.5,300,4.1,4,21,1
52515,1298,0,1.45169E+18,6.0326066,14,0,12.04991579,,,3.3,1.25,-6.1,0,1015.5,270,4.6,4,22,1
52516,1298,1,1.45169E+18,7.708496,14,0,12.04991579,,,3.3,1.25,-6.1,0,1015.5,270,4.6,4,22,1
52517,1298,2,1.45169E+18,8.1192255,14,0,12.04991579,,,3.3,1.25,-6.1,0,1015.5,270,4.6,4,22,1
52518,1298,3,1.45169E+18,6.3014827,14,0,12.04991579,,,3.3,1.25,-6.1,0,1015.5,270,4.6,4,22,1
54813,1298,0,1.45169E+18,5.9970417,14,0,12.04991579,,,2.8,4,-6.1,0,1016.5,270,4.1,4,23,1
54814,1298,1,1.45169E+18,7.705402,14,0,12.04991579,,,2.8,4,-6.1,0,1016.5,270,4.1,4,23,1
54815,1298,2,1.45169E+18,8.066926,14,0,12.04991579,,,2.8,4,-6.1,0,1016.5,270,4.1,4,23,1
54816,1298,3,1.45169E+18,4.110454,14,0,12.04991579,,,2.8,4,-6.1,0,1016.5,270,4.1,4,23,1
57112,1298,0,1.45169E+18,5.9940934,14,0,12.04991579,,,2.8,0.9473,-6.1,0,1017,280,3.6,5,0,1
57113,1298,1,1.45169E+18,7.6438565,14,0,12.04991579,,,2.8,0.9473,-6.1,0,1017,280,3.6,5,0,1
57114,1298,2,1.45169E+18,8.209203,14,0,12.04991579,,,2.8,0.9473,-6.1,0,1017,280,3.6,5,0,1
57115,1298,3,1.45169E+18,4.7494264,14,0,12.04991579,,,2.8,0.9473,-6.1,0,1017,280,3.6,5,0,1
59407,1298,0,1.4517E+18,6.0116568,14,0,12.04991579,,,2.2,4,-6.7,0,1017.5,290,3.1,5,1,1
59408,1298,1,1.4517E+18,7.618438,14,0,12.04991579,,,2.2,4,-6.7,0,1017.5,290,3.1,5,1,1
59409,1298,2,1.4517E+18,8.27728,14,0,12.04991579,,,2.2,4,-6.7,0,1017.5,290,3.1,5,1,1
59410,1298,3,1.4517E+18,6.9213524,14,0,12.04991579,,,2.2,4,-6.7,0,1017.5,290,3.1,5,1,1
61704,1298,0,1.4517E+18,6.0047116,14,0,12.04991579,,,1.1,0,-6.7,0,1018,280,3.1,5,2,1
61705,1298,1,1.4517E+18,7.63367,14,0,12.04991579,,,1.1,0,-6.7,0,1018,280,3.1,5,2,1
61706,1298,2,1.4517E+18,8.29977,14,0,12.04991579,,,1.1,0,-6.7,0,1018,280,3.1,5,2,1
61707,1298,3,1.4517E+18,6.342208,14,0,12.04991579,,,1.1,0,-6.7,0,1018,280,3.1,5,2,1
64003,1298,0,1.4517E+18,6.022517,14,0,12.04991579,,,1.1,0,-8.3,0,1017.5,270,2.1,5,3,1
64004,1298,1,1.4517E+18,7.6869564,14,0,12.04991579,,,1.1,0,-8.3,0,1017.5,270,2.1,5,3,1
64005,1298,2,1.4517E+18,8.344324,14,0,12.04991579,,,1.1,0,-8.3,0,1017.5,270,2.1,5,3,1
64006,1298,3,1.4517E+18,6.782811,14,0,12.04991579,,,1.1,0,-8.3,0,1017.5,270,2.1,5,3,1
66299,1298,0,1.45171E+18,5.987047,14,0,12.04991579,,,0.6,0,-8.9,0,1018,300,3.6,5,4,1
66300,1298,1,1.45171E+18,7.629796,14,0,12.04991579,,,0.6,0,-8.9,0,1018,300,3.6,5,4,1
66301,1298,2,1.45171E+18,8.333319,14,0,12.04991579,,,0.6,0,-8.9,0,1018,300,3.6,5,4,1
66302,1298,3,1.45171E+18,6.588157,14,0,12.04991579,,,0.6,0,-8.9,0,1018,300,3.6,5,4,1
68596,1298,0,1.45171E+18,6.006506,14,0,12.04991579,,,-0.6,0,-8.3,0,1018,240,1.5,5,5,1
68597,1298,1,1.45171E+18,7.6093965,14,0,12.04991579,,,-0.6,0,-8.3,0,1018,240,1.5,5,5,1
68598,1298,2,1.45171E+18,8.237636,14,0,12.04991579,,,-0.6,0,-8.3,0,1018,240,1.5,5,5,1
68599,1298,3,1.45171E+18,7.2155414,14,0,12.04991579,,,-0.6,0,-8.3,0,1018,240,1.5,5,5,1
70893,1298,0,1.45171E+18,6.008061,14,0,12.04991579,,,0,0,-7.8,0,1018,270,3.1,5,6,1
70894,1298,1,1.45171E+18,7.433276,14,0,12.04991579,,,0,0,-7.8,0,1018,270,3.1,5,6,1
70895,1298,2,1.45171E+18,8.220252,14,0,12.04991579,,,0,0,-7.8,0,1018,270,3.1,5,6,1
70896,1298,3,1.45171E+18,7.0528507,14,0,12.04991579,,,0,0,-7.8,0,1018,270,3.1,5,6,1
73188,1298,0,1.45172E+18,6.0235977,14,0,12.04991579,,,0.6,0,-7.8,0,1018,280,3.6,5,7,1
73189,1298,1,1.45172E+18,7.818865,14,0,12.04991579,,,0.6,0,-7.8,0,1018,280,3.6,5,7,1
73190,1298,2,1.45172E+18,8.339355,14,0,12.04991579,,,0.6,0,-7.8,0,1018,280,3.6,5,7,1
73191,1298,3,1.45172E+18,5.7654295,14,0,12.04991579,,,0.6,0,-7.8,0,1018,280,3.6,5,7,1
75485,1298,0,1.45172E+18,6.0262284,14,0,12.04991579,,,0.6,0,-8.9,0,1018,320,2.1,5,8,1
75486,1298,1,1.45172E+18,7.6561527,14,0,12.04991579,,,0.6,0,-8.9,0,1018,320,2.1,5,8,1
75487,1298,2,1.45172E+18,8.309012,14,0,12.04991579,,,0.6,0,-8.9,0,1018,320,2.1,5,8,1
75488,1298,3,1.45172E+18,6.4989567,14,0,12.04991579,,,0.6,0,-8.9,0,1018,320,2.1,5,8,1
77783,1298,0,1.45173E+18,6.0069613,14,0,12.04991579,,,0.6,0,-10,0,1017.5,300,3.1,5,9,1
77784,1298,1,1.45173E+18,7.496036,14,0,12.04991579,,,0.6,0,-10,0,1017.5,300,3.1,5,9,1
77785,1298,2,1.45173E+18,8.343292,14,0,12.04991579,,,0.6,0,-10,0,1017.5,300,3.1,5,9,1
77786,1298,3,1.45173E+18,6.828787,14,0,12.04991579,,,0.6,0,-10,0,1017.5,300,3.1,5,9,1
80081,1298,0,1.45173E+18,6.0288734,14,0,12.04991579,,,0,0,-10,0,1018,300,3.1,5,10,1
80082,1298,1,1.45173E+18,7.6174498,14,0,12.04991579,,,0,0,-10,0,1018,300,3.1,5,10,1
80083,1298,2,1.45173E+18,8.334988,14,0,12.04991579,,,0,0,-10,0,1018,300,3.1,5,10,1
80084,1298,3,1.45173E+18,5.875602,14,0,12.04991579,,,0,0,-10,0,1018,300,3.1,5,10,1
82379,1298,0,1.45173E+18,6.0231524,14,0,12.04991579,,,0.6,0.9473,-10,0,1018,310,1.5,5,11,1
82380,1298,1,1.45173E+18,7.6057806,14,0,12.04991579,,,0.6,0.9473,-10,0,1018,310,1.5,5,11,1
82381,1298,2,1.45173E+18,8.300419,14,0,12.04991579,,,0.6,0.9473,-10,0,1018,310,1.5,5,11,1
82382,1298,3,1.45173E+18,6.940658,14,0,12.04991579,,,0.6,0.9473,-10,0,1018,310,1.5,5,11,1
84678,1298,0,1.45174E+18,6.0410733,14,0,12.04991579,,,0,0.9473,-9.4,0,1018.5,270,1.5,5,12,1
84679,1298,1,1.45174E+18,7.5744405,14,0,12.04991579,,,0,0.9473,-9.4,0,1018.5,270,1.5,5,12,1
84680,1298,2,1.45174E+18,8.336237,14,0,12.04991579,,,0,0.9473,-9.4,0,1018.5,270,1.5,5,12,1
84681,1298,3,1.45174E+18,6.7575903,14,0,12.04991579,,,0,0.9473,-9.4,0,1018.5,270,1.5,5,12,1
86976,1298,0,1.45174E+18,6.0449696,14,0,12.04991579,,,0,0.9473,-8.9,0,1019,270,1.5,5,13,1
86977,1298,1,1.45174E+18,7.6223607,14,0,12.04991579,,,0,0.9473,-8.9,0,1019,270,1.5,5,13,1
86978,1298,2,1.45174E+18,8.341222,14,0,12.04991579,,,0,0.9473,-8.9,0,1019,270,1.5,5,13,1
86979,1298,3,1.45174E+18,6.628003,14,0,12.04991579,,,0,0.9473,-8.9,0,1019,270,1.5,5,13,1
89276,1298,0,1.45174E+18,6.0334673,14,0,12.04991579,,,1.1,0,-6.7,0,1019,284.8,2.6,5,14,1
89277,1298,1,1.45174E+18,7.6351347,14,0,12.04991579,,,1.1,0,-6.7,0,1019,284.8,2.6,5,14,1
89278,1298,2,1.45174E+18,8.30322,14,0,12.04991579,,,1.1,0,-6.7,0,1019,284.8,2.6,5,14,1
89279,1298,3,1.45174E+18,6.2527742,14,0,12.04991579,,,1.1,0,-6.7,0,1019,284.8,2.6,5,14,1
91576,1298,0,1.45175E+18,6.0171857,14,0,12.04991579,,,1.7,0,-7.2,0,1019.5,260,4.6,5,15,1
91577,1298,1,1.45175E+18,7.735879,14,0,12.04991579,,,1.7,0,-7.2,0,1019.5,260,4.6,5,15,1
91578,1298,2,1.45175E+18,8.272187,14,0,12.04991579,,,1.7,0,-7.2,0,1019.5,260,4.6,5,15,1
91579,1298,3,1.45175E+18,6.7682505,14,0,12.04991579,,,1.7,0,-7.2,0,1019.5,260,4.6,5,15,1
93874,1298,0,1.45175E+18,6.049698,14,0,12.04991579,,,2.2,4,-7.2,0,1019,270,4.1,5,16,1
93875,1298,1,1.45175E+18,7.771223,14,0,12.04991579,,,2.2,4,-7.2,0,1019,270,4.1,5,16,1
93876,1298,2,1.45175E+18,8.321346,14,0,12.04991579,,,2.2,4,-7.2,0,1019,270,4.1,5,16,1
93877,1298,3,1.45175E+18,6.201166,14,0,12.04991579,,,2.2,4,-7.2,0,1019,270,4.1,5,16,1
96174,1298,0,1.45175E+18,6.0336785,14,0,12.04991579,,,3.3,4,-6.7,0,1018,310,4.6,5,17,1
96175,1298,1,1.45175E+18,7.58309,14,0,12.04991579,,,3.3,4,-6.7,0,1018,310,4.6,5,17,1
96176,1298,2,1.45175E+18,8.170155,14,0,12.04991579,,,3.3,4,-6.7,0,1018,310,4.6,5,17,1
96177,1298,3,1.45175E+18,0,14,0,12.04991579,,,3.3,4,-6.7,0,1018,310,4.6,5,17,1
98474,1298,0,1.45176E+18,6.0251484,14,0,12.04991579,,,4.4,0,-6.7,0,1016.5,280,4.6,5,18,1
98475,1298,1,1.45176E+18,7.5728064,14,0,12.04991579,,,4.4,0,-6.7,0,1016.5,280,4.6,5,18,1
98476,1298,2,1.45176E+18,8.094082,14,0,12.04991579,,,4.4,0,-6.7,0,1016.5,280,4.6,5,18,1
98477,1298,3,1.45176E+18,4.917774,14,0,12.04991579,,,4.4,0,-6.7,0,1016.5,280,4.6,5,18,1
100773,1298,0,1.45176E+18,6.043426,14,0,12.04991579,,,5,0,-6.1,0,1015.5,270,4.1,5,19,1
100774,1298,1,1.45176E+18,7.613374,14,0,12.04991579,,,5,0,-6.1,0,1015.5,270,4.1,5,19,1
100775,1298,2,1.45176E+18,8.102268,14,0,12.04991579,,,5,0,-6.1,0,1015.5,270,4.1,5,19,1
100776,1298,3,1.45176E+18,0,14,0,12.04991579,,,5,0,-6.1,0,1015.5,270,4.1,5,19,1
103073,1298,0,1.45176E+18,6.042804,14,0,12.04991579,,,4.4,4,-6.1,0,1015.5,270,4.1,5,20,1
103074,1298,1,1.45176E+18,7.656952,14,0,12.04991579,,,4.4,4,-6.1,0,1015.5,270,4.1,5,20,1
103075,1298,2,1.45176E+18,7.862624,14,0,12.04991579,,,4.4,4,-6.1,0,1015.5,270,4.1,5,20,1
103076,1298,3,1.45176E+18,5.696855,14,0,12.04991579,,,4.4,4,-6.1,0,1015.5,270,4.1,5,20,1
105374,1298,0,1.45177E+18,6.010968,14,0,12.04991579,,,3.9,0.9473,-6.1,0,1015.5,300,4.1,5,21,1
105375,1298,1,1.45177E+18,7.6072125,14,0,12.04991579,,,3.9,0.9473,-6.1,0,1015.5,300,4.1,5,21,1
105376,1298,2,1.45177E+18,8.097259,14,0,12.04991579,,,3.9,0.9473,-6.1,0,1015.5,300,4.1,5,21,1
105377,1298,3,1.45177E+18,0,14,0,12.04991579,,,3.9,0.9473,-6.1,0,1015.5,300,4.1,5,21,1
107673,1298,0,1.45177E+18,6.024469,14,0,12.04991579,,,3.9,2,-6.1,0,1016,310,2.6,5,22,1
107674,1298,1,1.45177E+18,7.607873,14,0,12.04991579,,,3.9,2,-6.1,0,1016,310,2.6,5,22,1
107675,1298,2,1.45177E+18,7.9279737,14,0,12.04991579,,,3.9,2,-6.1,0,1016,310,2.6,5,22,1
107676,1298,3,1.45177E+18,5.4340973,14,0,12.04991579,,,3.9,2,-6.1,0,1016,310,2.6,5,22,1
109973,1298,0,1.45178E+18,6.0384603,14,0,12.04991579,,,2.8,0,-6.1,0,1016,300,1.5,5,23,1
109974,1298,1,1.45178E+18,7.5448666,14,0,12.04991579,,,2.8,0,-6.1,0,1016,300,1.5,5,23,1
109975,1298,2,1.45178E+18,8.12,14,0,12.04991579,,,2.8,0,-6.1,0,1016,300,1.5,5,23,1
109976,1298,3,1.45178E+18,5.266636,14,0,12.04991579,,,2.8,0,-6.1,0,1016,300,1.5,5,23,1
112273,1298,0,1.45178E+18,6.0182962,14,0,12.04991579,,,1.1,0,-6.1,0,1016.5,0,0,6,0,1
112274,1298,1,1.45178E+18,7.592467,14,0,12.04991579,,,1.1,0,-6.1,0,1016.5,0,0,6,0,1
112275,1298,2,1.45178E+18,8.3010645,14,0,12.04991579,,,1.1,0,-6.1,0,1016.5,0,0,6,0,1
112276,1298,3,1.45178E+18,2.3784437,14,0,12.04991579,,,1.1,0,-6.1,0,1016.5,0,0,6,0,1
114570,1298,0,1.45178E+18,5.999765,14,0,12.04991579,,,1.1,0,-5.6,0,1016,0,0,6,1,1
114571,1298,1,1.45178E+18,7.5669475,14,0,12.04991579,,,1.1,0,-5.6,0,1016,0,0,6,1,1
114572,1298,2,1.45178E+18,8.243821,14,0,12.04991579,,,1.1,0,-5.6,0,1016,0,0,6,1,1
114573,1298,3,1.45178E+18,5.176466,14,0,12.04991579,,,1.1,0,-5.6,0,1016,0,0,6,1,1
116871,1298,0,1.45179E+18,6.075153,14,0,12.04991579,,,0,0,-6.1,0,1016,0,0,6,2,1
116872,1298,1,1.45179E+18,7.530727,14,0,12.04991579,,,0,0,-6.1,0,1016,0,0,6,2,1
116873,1298,2,1.45179E+18,8.295444,14,0,12.04991579,,,0,0,-6.1,0,1016,0,0,6,2,1
116874,1298,3,1.45179E+18,3.9390855,14,0,12.04991579,,,0,0,-6.1,0,1016,0,0,6,2,1
119171,1298,0,1.45179E+18,6.0121098,14,0,12.04991579,,,-1.1,0,-6.1,0,1015.5,300,2.1,6,3,1
119172,1298,1,1.45179E+18,7.50043,14,0,12.04991579,,,-1.1,0,-6.1,0,1015.5,300,2.1,6,3,1
119173,1298,2,1.45179E+18,8.286292,14,0,12.04991579,,,-1.1,0,-6.1,0,1015.5,300,2.1,6,3,1
119174,1298,3,1.45179E+18,6.1775684,14,0,12.04991579,,,-1.1,0,-6.1,0,1015.5,300,2.1,6,3,1
121472,1298,0,1.45179E+18,5.992057,14,0,12.04991579,,,-0.6,0,-5.6,0,1015,270,1.5,6,4,1
121473,1298,1,1.45179E+18,7.5153117,14,0,12.04991579,,,-0.6,0,-5.6,0,1015,270,1.5,6,4,1
121474,1298,2,1.45179E+18,8.287388,14,0,12.04991579,,,-0.6,0,-5.6,0,1015,270,1.5,6,4,1
121475,1298,3,1.45179E+18,5.118203,14,0,12.04991579,,,-0.6,0,-5.6,0,1015,270,1.5,6,4,1
123773,1298,0,1.4518E+18,5.9822345,14,0,12.04991579,,,-1.7,0,-6.1,0,1014.5,0,0,6,5,1
123774,1298,1,1.4518E+18,7.6880155,14,0,12.04991579,,,-1.7,0,-6.1,0,1014.5,0,0,6,5,1
123775,1298,2,1.4518E+18,8.339355,14,0,12.04991579,,,-1.7,0,-6.1,0,1014.5,0,0,6,5,1
123776,1298,3,1.4518E+18,0,14,0,12.04991579,,,-1.7,0,-6.1,0,1014.5,0,0,6,5,1
126073,1298,0,1.4518E+18,6.023174,14,0,12.04991579,,,-2.2,0,-6.1,0,1014,0,0,6,6,1
126074,1298,1,1.4518E+18,7.591241,14,0,12.04991579,,,-2.2,0,-6.1,0,1014,0,0,6,6,1
126075,1298,2,1.4518E+18,8.264389,14,0,12.04991579,,,-2.2,0,-6.1,0,1014,0,0,6,6,1
126076,1298,3,1.4518E+18,6.7175894,14,0,12.04991579,,,-2.2,0,-6.1,0,1014,0,0,6,6,1
